_source.consumerRating,_score,_source.votes,_source.regularPrice,_source.tastingDescription,_source.availableUnits,_source.certificates,_source.name,_source.style,_source.subCategory.description,_source.alcoholPercentage,_source.sweetness,_source.countryName,lat,lon,country_code02,country_code03
4.1,0.5958729,19,215.99,"95 Points, Wine Advocate: ""The NV Brut Grand Cru Aÿ Fût de Chêne MV10 has also arrived at a very appealing plateau of maturity, unfurling in the glass with scents of orange rind, smoke, toasted bread, mocha, clear honey and pear. Medium to full-bodied, layered and fleshy, it's vinous and sapid, with superb depth at the core, racy acids and a long, precise finish. Disgorged in October 2017, this is a bright, soil-driven rendition of Giraud's Fût de Chêne. Drink Date: 2020 - 2026."" (March 2021)
",1,[],HENRI GIRAUD - AY GRAND CRU FUT DE CHENE BRUT MV 10,,France Wine,12.0,0.0,France,46.603354,1.8883335,FR,FRA
2.7,0.5958729,9,73.97,"92 Points, Vinous: ""The NV Esprit Nature is a fabulous introduction to this range. Creamy, open-knit and so expressive, the Esprit Nature captures all of the textural intensity that is such a Giraud signature, but in an approachable style. The Esprit Nature is 80% Pinot Noir and 20% Chardonnay done mostly in oak, with a bit of sandstone amphora. This release is based on 2017, 50% reserve wines. Readers should note that the ""Nature"" is used here as part of the wine name, rather than an indication of dosage, which is 6 grams per liter. Drinking Window: 2021 - 2029."" (November 2021)
",104,[],HENRI GIRAUD - ESPRIT NATURE,,France Wine,12.0,1.0,France,46.603354,1.8883335,FR,FRA
5.0,0.5958729,1,259.99,False,48,[],HENRIOT - CUVEE HEMERA BRUT 2006,,France Wine,12.0,1.0,France,46.603354,1.8883335,FR,FRA
4.7,0.60144746,15,139.99,"94 Points, James Suckling: ""A fragrant nose with aromas of apples, pears, brioche and candied citrus. Round, silky and balanced with fine bubbles and a flavorful, minerally finish. Full-bodied with a creamy texture and wonderfully soft fruit. Highlights the balance of the 2012 vintage. A blend of 54% chardonnay and 46% pinot noir.""",175,[],HENRIOT - MILLESIME BRUT 2012,,France Wine,12.0,1.0,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,149.99,False,252,[],HENRIOT - MILLESIME ROSE 2012,,France Wine,12.0,1.0,France,46.603354,1.8883335,FR,FRA
4.6,0.5958729,19,279.99,"95 Points, Wine Advocate: ""Not harvested until the 12th of October, it offers a sensational bouquet of blackberry and black raspberry fruits, powdered rock, gunpowder and pepper. Medium to full-bodied, with good (though maybe not great) levels of concentration, it has high, yet beautifully polished tannin, integrated acidity, and terrific cut and focus on the finish. Drink Date: 2020 - 2040."" (December 2015)
",4,[],HERMITAGE - PAUL JABOULET LA CHAPELLE 2013,,France Wine,14.0,0.0,France,46.603354,1.8883335,FR,FRA
4.5,0.5958729,11,750.0,"100 Points, Jeb Dunnuck: ""Lastly, and a legendary wine in the making, the 2015 Hermitage La Chapelle is reminiscent of the 1990 with its full-bodied, opulently, sexy, yet concentrated style. Offering sensational notes of blackcurrants, smoked herbs, beef blood, and chocolate, it's a huge yet elegant wine that has masses of sweet tannin, incredible purity and finesse, and a killer finish. It's the finest wine from this estate in close to 30 years."" (January 2018)
",25,[],HERMITAGE - PAUL JABOULET LA CHAPELLE 2015,,France Wine,14.5,0.0,France,46.603354,1.8883335,FR,FRA
4.6,0.60144746,5,365.99,"99 Points, Jeb Dunnuck: ""Reminding me of the 2009 La Chapelle (which is a personal favorite), the brilliant 2017 Hermitage La Chapelle knocks it out of the park with its massive, opulent personality. Notes of smoked black fruits, scorched earth, burning embers, and graphite as well as subtle background meatiness flow to a monster of a Hermitage that has full-bodied richness, incredible depth of fruit, and an overwhelming, sexy style that's already impossible to resist."" (December 2019)
",17,[],HERMITAGE - PAUL JABOULET LA CHAPELLE 2017,,France Wine,14.5,0.0,France,46.603354,1.8883335,FR,FRA
5.0,0.60144746,1,365.99,"98+ Points, Wine Advocate: ""It boasts exciting aromas of roasted meat, mocha, crushed stone, plum and cassis on the nose. It's full-bodied, concentrated, richly tannic and velvety in texture. It's long and complex on the finish, adding hints of cracked pepper and salted licorice. Drink Date: 2025 - 2045."" (January 2022)
",53,[],HERMITAGE - PAUL JABOULET LA CHAPELLE 2019,,France Wine,15.5,0.0,France,46.603354,1.8883335,FR,FRA
5.0,0.5958729,1,780.0,"98+ Points, Wine Advocate: ""It boasts exciting aromas of roasted meat, mocha, crushed stone, plum and cassis on the nose. It's full-bodied, concentrated, richly tannic and velvety in texture. It's long and complex on the finish, adding hints of cracked pepper and salted licorice. Drink Date: 2025 - 2045."" (January 2022)
",6,[],HERMITAGE - PAUL JABOULET LA CHAPELLE 2019,,France Wine,15.5,0.0,France,46.603354,1.8883335,FR,FRA
4.2,0.5958729,10,355.99,"98 Points, Jeb Dunnuck: ""A powerful, concentrated, and remarkably pure Hermitage that has laser-like focus and Marsanne notes of quince, green almond, powdered rock, licorice, and spice. Tight, focused, and inward at present, yet retaining purity and a rare mix of power and elegance."" (February 2022)
",16,[],HERMITAGE BLANC - DOMAINE J L CHAVE,,France Wine,14.5,0.0,France,46.603354,1.8883335,FR,FRA
3.9,0.5958729,41,37.99,"Inspired by the majestic heron, this bold and vibrant wine adds a hint of grandeur to every occasion. With notes of berries and plum, it pairs well with red meats, cheeses - and moments of waterside relaxation.
",856,[],HERON BAY - CABERNET SAUVIGNON,,Canada - BC,13.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
4.0,0.5958729,21,9.99,"Inspired by the majestic heron, this bold and vibrant wine adds a hint of grandeur to every occasion. With notes of berries and plum, it pairs well with red meats, cheeses - and moments of waterside relaxation.
",1687,[],HERON BAY - CABERNET SAUVIGNON,,Canada - BC,13.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.6,0.60144746,26,37.99,"Crisp and refreshing, with bright fruity notes and a zesty finish. Pairs well with seafood, cheeses, and salads.
",646,[],HERON BAY - SAUVIGNON BLANC,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.7,0.60144746,19,9.99,"Crisp and refreshing, with bright fruity notes and a zesty finish. Pairs well with seafood, cheeses, and salads.
",1191,[],HERON BAY - SAUVIGNON BLANC,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
4.1,0.5958729,103,19.99,"Bright and aromatic, this lush and delicious wine shows inviting strawberry and rhubarb aromas enhanced with a hint of white pepper. The luscious, fruit-forward palate is laden with ripe raspberries and sweet-tart strawberry rhubarb pie flavours. A pretty, yet intense and full-bodied rosé, chill well and pair with cured meats, medium to strong cheeses, and a warm summer afternoon.
",73,"['BC VQA', 'All VQA']",HESTER CREEK - CABERNET FRANC ROSE 2021,,Canada - BC,12.9,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.9,0.60144746,87,22.99,"Savoury and utterly delicious, Character Red has inviting aromas of clove and nutmeg, with hints of espresso, white pepper, and blueberry. A full, rich palate of pepper, blue fruits and dark chocolate, ending with light toasty spice. A young but substantial wine that pairs well with a grilled fig and prosciutto flatbread or fresh figs stuffed with blue cheese.
",1630,"['BC VQA', 'All VQA']",HESTER CREEK - CHARACTER RED  2021,,Canada - BC,13.7,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.60144746,44,17.99,"Character White displays lovely rose petal, honeycomb, and, lychee aromas. Unoaked and delightfully refreshing, the crisp palate shows ripe lychee, tropical and stone fruit notes. Try with goat cheese baked Fanny Bay oysters or a spring onion and Gruyère tart.
",59,"['BC VQA', 'All VQA']",HESTER CREEK - CHARACTER WHITE 2020,,Canada - BC,12.7,1.0,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.60144746,64,19.99,"Fresh and fruity, this Pinot Gris has enticing notes of candied pear, quince and floral aromas. The dry and zesty palate shows honeyed lemon/lime citrus elements with a pleasing minerality. A fabulous expression of the Okanagan, pair with fresh BC halibut and a golden fruit chutney.
",115,"['BC VQA', 'All VQA']",HESTER CREEK - PINOT GRIS 2020,,Canada - BC,12.9,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.60144746,109,21.99,"Cabernet Sauvignon, Cabernet Franc and Merlot combine to make a concentrated red blend that speaks to the terroir of the South Okanagan.
",2410,"['BC VQA', 'All VQA']",HESTER CREEK - SELECTED BARRELS CABERNET MERLOT 2019,,Canada - BC,13.6,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.60144746,68,21.99,"The winery name comes from a neighbouring creek called Hester that was named for an early pioneers' daughter. Exhibiting a ripe fruit-laden palate, this easygoing red comes from the exceptional 2019 vintage. Pair with grilled meats, vegetarian fare or pasta.
",1949,"['BC VQA', 'All VQA']",HESTER CREEK - SELECTED BARRELS MERLOT 2019,,Canada - BC,14.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
4.4,0.5958729,62,51.99,"The Hester Creek property dates back to vines planted in 1968 at this Golden Mile location. A blend of Merlot, Cabernet Sauvignon and Cabernet Franc, The Judge delivers black cherry, blackberry, leather, cocoa, toasty oak, anise, roasted bell pepper and dried sage notes with velvety tannins and a lengthy finish. 
",279,"['BC VQA', 'All VQA']",HESTER CREEK - THE JUDGE GOLDEN MILE BENCH 2018,,Canada - BC,13.9,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.60144746,41,28.99,"91 Points & Top 100: 2013, Rank: 32, Wine Spectator - ""Bright, with saline, sunchoke and blanched almond notes backed by a piercing, chalk-framed finish. This is all precision and cut. Drink now."" (October 2013)
",12,[],HIDALGO - MANZANILLA LA GITANA,,Fortified Wine,15.0,0.0,Spain,39.3260685,-4.8379791,ES,ESP
3.1,0.60144746,36,11.99,"Fruity and floral on the nose, with fresh peach and melon aroma. Sweetness is balanced with a tart apple finish.
",1240,[],HOCHTALER,,Canada - BC,11.0,1.0,Canada,61.0666922,-107.991707,CA,CAN
3.4,0.5958729,49,32.99,"Fruity and floral on the nose, with fresh peach and melon aroma. Sweetness is balanced with a tart apple finish.
",1551,[],HOCHTALER,,Canada - BC,11.0,1.0,Canada,61.0666922,-107.991707,CA,CAN
3.4,0.60144746,32,32.99,"Light to medium-bodied with a rich aroma of peach and kiwi; easy drinking with a lovely, balanced taste.
",1185,[],HOCHTALER DRY,,Canada - BC,11.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.9,0.60144746,141,13.99,"Bubbly, fresh, floral and fruity, coupled with toasty brioche notes wrapped in a mousse-like effervescent texture. The fine bubbles explode off the palate when paired with fried tapas, salmon tartare, sushi, grilled and baked seafood.
",3329,[],HUNGARIA - GRANDE CUVEE BRUT,,Hungary Wine,11.5,1.0,Hungary,47.1817585,19.5060937,HU,HUN
3.1,0.60144746,43,23.99,"Deep crimson color with ruby hue. Ripe profile of ripe plum & cherry with a hint of christmas fruitcake. Full- bodied, silky texture with fine tannins that melt  with the soft acidity. 
",400,['Organic'],IL NERO SICILIA NERO D'AVOLA - B.IO ORGANIC,,Italy Wine,14.0,0.0,Italy,42.6384261,12.674297,IT,ITA
4.2,0.60144746,18,21.99,"This Pinot Gris opens with an abundance of fresh citrus notes, but don't let that sly opening zest fool you. This shrewdly medium-bodied wine offers excellent balanced acidity with just a splash of sweetness on the finish. Aged in 100% stainless steel to preserve ripe stone fruit and zesty lemon flavours, it's the perfect choice to enjoy with friends.
",2153,"['BC VQA', 'All VQA']",IMBZZL - DOUBLE CROSS PINOT GRIS,,Canada - BC,13.9,0.0,Canada,61.0666922,-107.991707,CA,CAN
4.5,0.5958729,24,23.99,"A covert blend of Merlot, Cabernet Sauvignon and Cabernet Franc from some of the South Okanagan's most prized vineyards. Fast One is aged 12 months in both French and American Oak with a short spell in stainless to showcase ripe cherry and plum characteristics. This cunning Claret is no wallflower—surprisingly full-bodied, yet offering softer tannins and a smooth approachable finish. Deceptively delicious, but without ever giving the game away.
",1891,"['BC VQA', 'All VQA']",IMBZZL - FAST ONE RED BLEND,,Canada - BC,14.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
4.2,0.5958729,23,19.99,"RUSE can easily pass for anything that the South of France can muster. Yet this streetwise Okanagan grown rosé is no mere imposter. This Syrah-dominant blend offers an abundance of vibrant cherry, raspberry and white pepper notes vying to make their intentions known. Deceptively fresh citrus lingers on the finish, keeping your palate in the game no matter what the occasion.
",1575,"['BC VQA', 'All VQA']",IMBZZL - RUSE ROSE,,Canada - BC,13.9,0.0,Canada,61.0666922,-107.991707,CA,CAN
4.4,0.5958729,38,21.99,"This release of Hee-Hee-Tel-Kin is an extraordinary blend of Cabernet Sauvignon, Merlot and Cabernet Franc aged with American oak. This vintage features grippy tannin structure and notes of blackberry, blueberry and toasted almonds. Double Gold Medal, ACWC 2022.
",1671,"['BC VQA', 'All VQA']",INDIGENOUS WORLD WINERY - HEE-HEE-TEL-KIN RED BLEND 2019,,Canada - BC,13.2,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.6,0.5958729,118,16.99,"Look for currant and cassis note alongside ripe fruit and rounded tannins. It will go with grilled meats, pasta or vegetarian dishes.
",2810,"['BC VQA', 'All VQA']",INNISKILLIN OKANAGAN - CABERNET SAUVIGNON 2020,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.7,0.5958729,64,16.99,"The Okanagan Estate Series Merlot is deep red in colour with a complex bouquet, harbouring luscious scents of black cherry and raspberry. This Merlot is a well-balanced wine layered with toasty oak and vanilla and supported by firm tannins and a long finish.
",3125,"['BC VQA', 'All VQA']",INNISKILLIN OKANAGAN - MERLOT 2019,,Canada - BC,12.9,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.3,0.60144746,138,16.99,"Okanagan white with passion fruit and pineapple flavours and notes of lemon zest. It's medium-bodied and mouth-watering.
",5726,"['BC VQA', 'All VQA']",INNISKILLIN OKANAGAN - PINOT GRIGIO 2020,,Canada - BC,12.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.9,0.5958729,101,20.99,"Known as the heartbreak grape, Pinot Noir is tough to grow and tough to produce. But the end result when done well is a silky medium-bodied red with cherry and raspberry flavours that magically linger. Match to tuna steaks, roast poultry or everyday casseroles.
",1877,"['BC VQA', 'All VQA']",INNISKILLIN OKANAGAN - PINOT NOIR 2020,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.60144746,110,29.99,"Golden yellow in colour, this icewine is intense with fruit aromas of apricot, peach and tropical fruits. Its rich palate is overflowing with sweet nectar flavours and is balanced with a crisp acidity.
",571,"['BC VQA', 'All VQA']",INNISKILLIN OKANAGAN - RIESLING ICEWINE 2018,,Canada - BC,10.0,10.0,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.60144746,44,16.99,"""Tons of berry fruit from the Shiraz with smooth tannins added by the Cabernet Sauvignon. Serve with beef and green pepper kabobs."" —Barbara Philip MW, Category Manager - Wines of Europe, VQA & BIBC
",3364,"['BC VQA', 'All VQA']",INNISKILLIN OKANAGAN - SHIRAZ CABERNET SAUVIGNON 2020,,Canada - BC,13.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
4.2,0.60144746,64,50.99,"Ripe sweet honey apricot aromas, concentrated peach and apricot flavours and a long finish characterize this vintage.
",532,"['BC VQA', 'All VQA']",INNISKILLIN OKANAGAN - VIDAL ICEWINE 2016,,Canada - BC,9.7,10.0,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.60144746,141,9.99,"Invisibull is a new brand of contemporary varietals and flavours. The Malbec offers blackberry and plums with a nuance of chocolate. Pair it with your favourite lean red meats, funky cheeses and earthy mushrooms. Another good value Exclusive from BC Liquor Stores.
",1282,[],INVISIBULL - MALBEC,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.7,0.60144746,92,9.99,"Invisibull is a new brand of contemporary varietals and flavours. The Sauvignon Blanc showcases lime, green apple and white peach with a herbaceous finish. Pair it with a herby leafy salad and soft briny cheeses. Another good value Exclusive from BC Liquor Stores.
",1489,[],INVISIBULL - SAUVIGNON BLANC,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
4.7,0.5958729,61,36.99,"91 Points, James Suckling: “Aromas of blueberries, flowers and stones. Medium to full body, firm and silky tannins and a flavorful and refined finish. Always outstanding. Drink now.” (November 2016)
",59,[],ISOLA DEI NURAGHI - PUNICA MONTESSU 2014,,Italy Wine,14.5,0.0,Italy,42.6384261,12.674297,IT,ITA
5.0,0.5958729,6,38.99,"95 points, International Decanter Awards: ""Pristine aromas of white lemon, pear and perfumed delicate white flowers. Very pure on the palate, lively and vivacious.  Mouth watering acidity that balances richer notes of pear and plum.  Refreshing and juicy."" 
",38,[],ISTRIA MALVAZIJA - FAKIN,,Other Country Wine,13.0,0.0,Croatia,45.3658443,15.6575209,HR,HRV
4.6,0.60144746,43,29.99,"This fresh Malvazia wine from the Istrian peninsula of Croatia opens with balanced minerals and moves on to hints of almond before finishing with ripe peaches and apricots. Flavours are ripe, full, delicious, complex and harmonious.",91,[],ISTRIAN MALVASIA - CORONICA,,Other Country Wine,13.0,0.0,Croatia,45.3658443,15.6575209,HR,HRV
0.0,0.5958729,0,15.49,"This vintage of Hee-Hee-Tel-Kin is a combination of Muscat, Pinot Blanc and Gewürztraminer. On the nose is a bouquet of spring flowers, honey and a hint of cantaloupe, followed by lemon iced tea and melons on  the palate.
",11,"['BC VQA', 'All VQA']",IWW - HEE-HEE-TEL-KIN WHITE BLEND 2021,,Canada - BC,14.4,0.0,Canada,61.0666922,-107.991707,CA,CAN
0.0,0.60144746,0,13.99,False,899,"['BC VQA', 'All VQA']",IWW HEE-HEE-TEL-KIN WHITE BLEND 2021,,Canada - BC,12.6,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.5,0.5958729,129,15.99,"On the nose this wine displays bold scents of blueberry, mocha and chocolate. The palate is smooth and velvety mirroring the aromas, boasting complex flavours of dark fruit and cocao. Enjoy this delicious wine with many fine foods including grilled rib eye steaks, lamb shanks, game and aged Cheddar.
",3680,"['BC VQA', 'All VQA']",JACKSON TRIGGS - RESERVE CABERNET SAUVIGNON,,Canada - BC,12.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.9,0.60144746,58,15.99,"“Look for some of that black currant and cassis hints courtesy of the Cabernets plus some blackberry and black pepper from the Shiraz. It all adds up to a tasty berry sandwich that really lingers. Will work wonders with grilled sausages, casseroules or slow cookers. This is a good wine to have onhand for everyday fare, take-out nights or drop-in weekends.” - Stephen Schiedel, Category Manager for Wines of Canada, USA & South America
",1935,"['BC VQA', 'All VQA']",JACKSON TRIGGS - RESERVE CABERNET SAUVIGNON SHIRAZ 2020,,Canada - BC,13.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.7,0.60144746,64,15.99,"The Jackson-Triggs Grand Reserve Chardonnay is smooth and delectable from start to finish. Wonderful aromas of tropical fruits and vanilla follow through to the palate. This Chardonnay has a rich and creamy finish with subtle hints of toast. Try pairing with lobster risotto, baked brie and other soft, rich cheeses.
",3770,"['BC VQA', 'All VQA']",JACKSON TRIGGS - RESERVE CHARDONNAY 2020,,Canada - BC,13.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.6,0.5958729,151,15.99,"Fresh red plum, jammy strawberry, rich mocha notes and smoky toast on the nose. The palate is full of the same flavours that are present on the nose. The tannins are medium and the acidity is balanced with a medium finish. Try it with penne bolgnese, grilled Italian sausages, braised beef or even fried chicken. This wine also goes very well with medium aged cheeses.
",3978,"['BC VQA', 'All VQA']",JACKSON TRIGGS - RESERVE MERLOT,,Canada - BC,13.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.60144746,44,16.99,"Using the traditional French ""Méthode Classique"", the Reserve Series Méthode Classique Brut was fermented first in stainless steel tanks, followed by a secondary fermentation in the bottle, and sat en tirage for a period of 9 months. Fresh and zippy with aromas of citrus, elderflower, peach, and apple, this sparkling wine boasts flavours matching the nose, with bright notes of citrus, and green apple, as well as some delicate white florals.
",938,"['BC VQA', 'All VQA']",JACKSON TRIGGS - RESERVE METHOD CLASSIQUE,,Canada - BC,13.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.5,0.60144746,29,15.99,"A light-bodied white with crisp green apple, stone fruit and honeydew melon on the palate. Try this delightfully refreshing wine with moule frites, shrimp ceviche, perch poached in lemon butter or cheeses including Grana Padano, Gruyère and Munster.
",2803,"['BC VQA', 'All VQA']",JACKSON TRIGGS - RESERVE PINOT GRIGIO 2020,,Canada - BC,13.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.6,0.5958729,111,15.99,"Fresh and lively with bold aromas of ginger, apple, honey and peach with a refreshing blast of apple and orange zest on the palate. Medium-high acidity with a medium finish.
",3715,"['BC VQA', 'All VQA']",JACKSON TRIGGS - RESERVE RIESLING GEWURZTRAMINER 2020,,Canada - BC,12.5,1.0,Canada,61.0666922,-107.991707,CA,CAN
3.5,0.5958729,86,15.99,"The Reserve Sauvignon Blanc has intense aromas of lemon juice, lime zest, and juicy tropical fruits with hints of fresh-cut grass. It is refreshing and crisp with perfect balance and bright acidity. Lively fruit flavours of grapefruit, lemon and passion fruit leading to a bright, lemon-lime finish. It is perfect when paired with grilled seafood, lemon and rosemary chicken, classic Baja fish tacos, scallop ceviche, fresh mozzarella or zesty goat cheese.
",4210,"['BC VQA', 'All VQA']",JACKSON TRIGGS - RESERVE SAUVIGNON BLANC 2020,,Canada - BC,12.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.6,0.60144746,67,15.99,"This dark and dreamy Shiraz is full in body and in flavour, harbouring notes of black pepper and spice with hints of vanilla and plum. This wine is easily enjoyed on its own, or pairs perfectly with a peppercorn beef tenderloin, grilled lamb, Romano and other hard cheeses. 
",2421,"['BC VQA', 'All VQA']",JACKSON TRIGGS - RESERVE SHIRAZ 2020,,Canada - BC,12.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.5,0.5958729,110,43.99,"Deep ruby; aromas of raspberry, cherry, blackberry, casis and pepper; medium sweetness and medium body with flavours of soft red fruit and spice.
",7522,[],JACKSON TRIGGS PROPRIETOR'S SELECTION CABERNET SAUVIGNON,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.2,0.5958729,94,10.99,"Deep ruby; aromas of raspberry, cherry, blackberry, casis and pepper; medium sweetness and medium body with flavours of soft red fruit and spice.
",2908,[],JACKSON TRIGGS PROPRIETOR'S SELECTION CABERNET SAUVIGNON,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.4,0.5958729,52,17.99,"Deep ruby; aromas of raspberry, cherry, blackberry, casis and pepper; medium sweetness and medium body with flavours of soft red fruit and spice.
",3484,[],JACKSON TRIGGS PROPRIETOR'S SELECTION CABERNET SAUVIGNON,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.2,0.60144746,53,43.99,"Full-flavoured with aromas of apple, pear, and freshly-churned butter.
",3114,[],JACKSON TRIGGS PROPRIETOR'S SELECTION CHARDONNAY,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
2.8,0.5958729,46,10.99,"Full flavoured with aromas of apple, pear, and freshly-churned butter.
",2651,[],JACKSON TRIGGS PROPRIETOR'S SELECTION CHARDONNAY,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.2,0.5958729,19,17.99,"Full-flavoured with aromas of apple, pear, and freshly-churned butter.
",1928,[],JACKSON TRIGGS PROPRIETOR'S SELECTION CHARDONNAY,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.6,0.60144746,62,43.99,"Bold aromas of blackberry and red fruit with a hint of spice.
",2045,[],JACKSON TRIGGS PROPRIETOR'S SELECTION MALBEC,,Canada - BC,13.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.2,0.60144746,70,10.99,"Black cherry and raspberry with a smooth plush finish.
",3460,[],JACKSON TRIGGS PROPRIETOR'S SELECTION MERLOT,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.3,0.5958729,92,43.99,"Black cherry and raspberry with a smooth plush finish.
",3302,[],JACKSON TRIGGS PROPRIETOR'S SELECTION MERLOT,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.3,0.5958729,39,17.99,"Black cherry and raspberry with a smooth plush finish.
",1914,[],JACKSON TRIGGS PROPRIETOR'S SELECTION MERLOT,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.0,0.60144746,61,43.99,"Bursting with aromas of lime, apple, and pear balanced with soft floral notes.
",5917,[],JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,,Canada - BC,12.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
2.8,0.60144746,51,10.99,"Bursting with aromas of lime, apple, and pear balanced with soft floral notes.
",2811,[],JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,,Canada - BC,12.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.2,0.5958729,27,17.99,"Bursting with aromas of lime, apple, and pear balanced with soft floral notes.
",1887,[],JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,,Canada - BC,12.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.60144746,70,10.99,"Floral aromas complemented by flavours of juicy apple, crisp lemon, and a hint of spice.
",2037,[],JACKSON TRIGGS PROPRIETOR'S SELECTION RIESLING GEWURZTRAMINR,,Canada - BC,12.5,1.0,Canada,61.0666922,-107.991707,CA,CAN
2.8,0.60144746,58,43.99,"Crisp with notes of refreshing lemon, lime, and tangerine.
",3232,[],JACKSON TRIGGS PROPRIETOR'S SELECTION SAUVIGNON BLANC,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
2.9,0.5958729,43,10.99,"Crisp with notes of refreshing lemon, lime, and tangerine.
",3642,[],JACKSON TRIGGS PROPRIETOR'S SELECTION SAUVIGNON BLANC,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
2.8,0.5958729,25,17.99,"Crisp with notes of refreshing lemon, lime, and tangerine.
",3091,[],JACKSON TRIGGS PROPRIETOR'S SELECTION SAUVIGNON BLANC,,Canada - BC,12.5,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.4,0.5958729,62,43.99,"Aromas of raspberry and blackberry with hints of cracked pepper that perfect its long spicy finish.
",2030,[],JACKSON TRIGGS PROPRIETOR'S SELECTION SHIRAZ,,Canada - BC,13.0,0.0,Canada,61.0666922,-107.991707,CA,CAN
3.5,0.60144746,67,43.99,"Floral aromas complemented by flavours of juicy apple, crisp lemon, and a hint of spice.
",1436,[],JACKSON TRIGGS PROPRIETORS SELECTION RIESLING GEWURZTRAMINER,,Canada - BC,12.5,1.0,Canada,61.0666922,-107.991707,CA,CAN
3.9,0.60144746,117,15.49,"This sparkling wine is refreshingly light with enticing, fruity aromas and a generous, nutty, creamy palate. It pairs well with fish and salad dishes.
",1742,[],JACOB'S CREEK - SPARKLING CHARDONNAY PINOT NOIR,,Australia Wine,12.0,0.0,Australia,-24.7761086,134.755,AU,AUS
4.2,0.60144746,460,14.49,"This fine Spanish sparkling wine is made using the Traditional Method, in which the secondary fermentation producing a sparkling wine's bubbles occurs in the bottle. Its fresh, toasty nose, beautiful citrus, green apple and mineral flavors, supple, lively mouth-feel, and clean, crisp finish make it the ultimate celebratory wine.
",2660,[],JAUME SERRA - CAVA CASTELFINO BRUT,,Spain Wine,11.5,1.0,Spain,39.3260685,-4.8379791,ES,ESP
4.3,0.5958729,20,29.97,"An elegant Provence-style, off-dry rosé. Fresh and fruity with hints of red berries and citrus.
",445,[],JE M'AMUSE - ROSE,,Canada - BC,12.5,1.0,Canada,61.0666922,-107.991707,CA,CAN
